"name","genre","menu","address","phone","update"
"にしき亭　　（炭火焼き鳥専門店）","炭火焼き鳥専門店","◆テイクアウト
・焼き物各種（￥117～）
・一品料理・揚げ物各種（￥303～）釜飯各種（￥744～）

※電話による注文予約可
※メニュー詳細は店頭もしくは電話によるお問い合わせをお待ちしております
※容器代・消費税８％込みの料金です
※混雑時はお時間を頂戴する場合がございます","大阪府豊中市中桜塚2-23-5 加藤ビル1階","06-6840-2317","2020/04/21"
"鉄板キッチン新　（鉄板焼き）","鉄板焼き","◆テイクアウト
・特選和牛ステーキ重(￥1000)
・和牛ハンバーグ(￥900)
・鹿児島産豚すきやき風弁当(￥500)
※電話による注文予約可
※お弁当は売り切れ次第終了となります。
※ご予約やお取り置きの電話も承っておりますのでお電話頂けると1番確実かと思います！
※通常店内メニューは https://www.teppan-kitchen-shin.com/からご覧頂けます。
※メニューによっては仕入れ状況によりご用意できないことがございますのでお電話でご確認ください。
※お店の最新情報は<a href=""https://instagram.com/teppankitchen_shin?igshid=fmioyghtn1i7"" target=""_blank"" data-mce-href=""https://instagram.com/teppankitchen_shin?igshid=fmioyghtn1i7"">Instagram</a>と<a href=""https://www.facebook.com/shin.toyonaka/"" target=""_blank"" data-mce-href=""https://www.facebook.com/shin.toyonaka/"">Facebook</a> で随時更新しております。","大阪府豊中市中桜塚2-31-35","080-8313-1488","2020/04/18"
"天ぷら割烹たかの　（天ぷら）","天ぷら","◆テイクアウト
・天丼(￥1500)

※予約必須
※店の前に車一台分スペースあります。
※注文頂いてから調理しますので20分から30分前の予約を願いいたします。","大阪府豊中市岡町南 1-1-20","06-4865-3455","2020/04/18"
"SHIBATO　���弁当/カリー）","","◆テイクアウト
・弁当(￥600～￥900)
・スパイシーチキンカリー(￥600)
・パイナップルドライカリー(￥600)
※スパイスカリー！期間限定special price!！

※電話による注文予約可
※配達応相談（3,000円～）
","大阪府豊中市中桜塚2丁目25ー7 島越ビル1階","090-3039-5293","2020/04/23"
"サマルカンド柴藤　（串揚げ/和食/江戸前寿司/割烹）","串揚げ/和食/江戸前寿司/割烹","◆テイクアウト
・握り寿司8貫(￥1000)
・串揚げ5本(￥900)
・ちらし寿司(￥1500)

※電話による注文予約可
※お造り等生物以外全てお持ち帰り対応させていただきます。","大阪府豊中市中桜塚2丁目12ー9 新桜塚ビル2F","06-6844-1194","2020/04/19"
"柴藤　（仕出し料理）","仕出し料理","◆テイクアウト
・箱弁当(￥770円～)
・四つ切り弁当(￥920～)
・まむし（うな重）（￥1620～)

※予約が必須
※使い捨ての折の容器の場合、豊中市内であれば総額3,000円～配達致します。お気軽にお電話ください。","大阪府豊中市岡上の町1丁目3ー12","06-6841-4810","2020/04/18"
"やきとり 豊  -BUN-　（和食 焼き鳥）","和食 焼き鳥","◆テイクアウト
・焼き鳥 盛り合わせ(￥660)
・焼き鳥どんぶり(￥660)
・鶏ももの唐揚げ(￥660)

※電話による注文予約可
","大阪府豊中市岡町 1-24","06-6844-1177","2020/04/20"
"十八番まんじゅう　（テイクアウト専門　粉もんのお店）","テイクアウト専門　粉もんのお店","◆テイクアウト
・十八番まんじゅう(小さな回転焼き)…人気のﾊﾑﾏﾖなど1個(￥80)
・特製ソース焼きそば/オムそば/うまそば(塩焼きそば)…各(￥280)
・洋食焼き(￥230)・たこ焼き6個(￥300～)

※予約必須
※お電話にてご予約承ります。
※事前にご予約頂きますと、お待たせする事なくスムーズにお渡しができます。
※焼きそばと洋食焼きのセットが500円!!など、お得な商品もございます。
※お気軽にお申し付け下さいませ。","大阪府豊中市中桜塚1-2-36","06-6845-5666","2020/04/19"
"わかな　～���奏～　（和食）","和食","◆テイクアウト
・「いろどり弁当」(￥1200)（2個より受付）
・「桜鯛しゃぶしゃぶセット」（鯛の身・特製だし）(￥4500)（2人前）

※前日18時までに直接お電話にてのみご予約承ります。","大阪府豊中市北桜塚3-8-26-101 おおきに北桜塚","06-6858-6888","2020/04/19"
"レストラン　ムース　（洋食）","洋食","◆テイクアウト
・煮込みハンバーグ(ライス付き)(￥600)
・ふわふわ卵のオムライス(￥600)
・カツカレーライス(￥800)

※電話による注文予約可
※テイクアウトはその他のメニューもご用意しております。
※事前にご予約頂くとスムーズにお渡し出来ます。
※売り切れ次第で終了とさせて頂きます。","大阪府豊中市中桜塚2-25-12 ループトーワビル","06-6848-1113","2020/04/20"
"居酒屋酒蔵　（居酒屋 焼き鳥）","居酒屋 焼き鳥","◆テイクアウト
・おまかせ串焼き 5本(￥500)
・串焼き 10本(￥1000)

※電話注文のみ
※Uber Eats対応可
","大阪府豊中市宝山町2-34","06-6841-8984","2020/04/20"
"芋屋 なんばん　（スイーツ）","スイーツ","◆テイクアウト
・コグマラテ(ICE・HOT)(￥350)
・焼き芋(シルクスイート・紅はるか)(￥450)
・安納芋アイスクリーム(￥200)

※電話による注文予約可
※デリバリーあり
※Uber Eats対応可","大阪府豊中市中桜塚1-2-9","06-6842-9339","2020/04/21"
"串もん　（串カツ)","串カツ","◆テイクアウト
・串カツ8本盛り(￥1100)
・串カツ単品(￥80～)

※箱代別途
※電話による注文予約可
※揚げ物以外の一品はお持ち帰りいただけません。","大阪府豊中市中桜塚2-25-5 岡田ビル1階","06-6845-8860","2020/04/21"
"天麩羅くろさわ　（和食）","和食","◆テイクアウト
・彩り弁当(￥2500)
・上天丼(￥2500)
・うな重(￥2500)

※予約必須
※デリバリーあり
※前日までのご予約でふぐ鍋セットや京鴨はりはり鍋セットもご用意しております。詳しくはお電話下さい。","大阪府豊中市中桜塚4-2-1","06-6854-7888","2020/04/21"
"酒菜　穂のか　　（居酒屋）","居酒屋","◆テイクアウト
・キーマカレー(￥700)
・豚しょうが焼き弁当(￥700)
・カレイの西京焼き弁当(￥750)

※電話による注文予約可
※仕入れによっては品切れしていることもありますので、出来れば事前にお電話でご確認下さい。","大阪府豊中市中桜塚2-20-18 ニューライン中桜塚１０１号","090-9160-0075","2020/04/22"
"うどん・そば処　なかま　（うどん・そば)","うどん・そば","◆テイクアウト
・カツ丼(￥800)
・鶏の唐揚げ(￥700)
・だし別　きつねうどん(￥600)

※電話出ご予約ください。
※デリバリー可
※店内メニューでテイクアウトできない商品があります。","大阪府豊中市中桜塚4-7-8 カビーナ中桜塚１F","06-6849-2585","2020/04/22"
"太鼓亭　豊中服部緑地店　（和食）","和食","◆テイクアウト
・肉カレーうどん(￥885)
・特製鍋焼きうどん(￥756)
・カツ丼(￥734)

※電話による注文予約可
","大阪府豊中市夕日丘3-6-15","06-6856-2200","2020/04/26"
"とんかつ　ますもと　（とんかつ）","とんかつ","◆テイクアウト
・ロースかつ又はヒレかつ単品(キャベツ付)　（￥1080)
・上ロースかつ又は上ヒレかつ単品(キャベツ付)（￥1510）
・海老フライ2尾と一口ヒレかつ2枚(キャベツ付)（￥1180)

※電話による注文予約可
※他メニューのお持ち帰りも承ります(一部、お持ち帰り出来ないメニューもございます)。
※お持ち帰りご注文の数量がある場合は、お手数ですが予めご予約頂きたくお願い致します。","大阪府豊中市中桜塚3丁目10番6号","080-4702-0515","2020/04/30"
"かみかわ珈琲焙煎所","","◆テイクアウト
・ホットコーヒー(￥350）
・水出しアイスコーヒー(￥380)
・カフェインレスコーヒー豆(￥594/100g)
","大阪府豊中市曽根東町5-10-1&nbsp;","06-6842-9860","2020/04/09"
"MAHOT COFFEE　（喫茶）","喫茶","◆テイクアウト
・ドリップコーヒー(HOT or ICE)￥370～
・カフェオレ(HOT or ICE)￥400～
・コーヒー豆￥470～","大阪府豊中市曽根西町2-14-43&nbsp;","080-6157-2853","2020/04/06"
"こまめ　　　（カフェ）","カフェ","◆テイクアウト
・ハンバーグ弁当(￥600)
・チキングリル弁当（￥600)
・ガーリックライスのオムライス(￥550)

","大阪府豊中市南桜塚3-15-24 エルム曽根1階","06-6152-7459","2020/04/07"
"IL  pulcina【イルプルチーナ】(生パスタとピッツァのお店)","生パスタとピッツァのお店","◆テイクアウトメニュー
・海老の明太子クリームランチセット(サラダ、パン付き)(￥1188)他ランチセット日替わりで8種ほど
・茄子とベーコンのトマトソース(￥880)他16種類ほどのパスタ
・マルゲリータピッツァ(￥980)他5種類ほどのピッツァ

※テイクアウトのメニューはインスグラムにアップしております。そちらでご確認下さい。

※電話による注文予約可
※事前のご予約は必要ではありませんが、ご予約頂くとスムーズにお渡しできます。
※パスタはご要望があれば、パスタとソースを分けてお渡しします。その際はパスタはご自宅にて茹でて頂く形となります。
※日替わりランチの内容の問い合わせはお電話にてお願いします。
","大阪府豊中市南桜塚1丁目22-7","06-6151-9995","2020/04/14"
"itanClip(イタンクリップ)　（パスタ／イタリアン)","パスタ／イタリアン","◆テイクアウト
・北海道産塩たらこスパゲティ(￥864)
・ミニピザ“クアトロファルマッジ”(￥846)
・サッポロクラシックビール(￥660)など

※【酒類販売業免許を取得】当店でしか飲むことのできなかったワインなどもお持ち帰り頂けます。
※現在テイクアウトは店内価格より20%OFFで提供しています。(一部対象外あり)
※その他17種類のパスタを含む、ほぼ全てのメニュー(アラカルトもOK)でお持ち帰りできます。お気軽にお問い合わせください。
※電話による注文予約可
※Uber Eats利用可
※Uber Eats用のメニュー(パスタとハーフピザのセット)もテイクアウト出来ます！宅配よりお持ち帰りの方がお得な金額でご案内しています。","大阪府豊中市曽根東町2-5-15","06-6862-5200","2020/05/04"
"EGO　CAFE　エゴカフェ　（カフェ）","カフェ","◆テイクアウト
・自家焙煎珈琲(￥420～)
・各種サンドイッチ(￥580～)　
・本日の煮込み料理（３分づき玄米ごはん・ミニサラダ付き）（￥880)　他

※事前にご予約いただけましたら大変助かります。
※電話による注文予約可
※テイクアウトに対応できないメニューがあります。

","大阪府豊中市曽根東町2-12-5","06-6152-7969","2020/04/17"
"肉バル29ヤネン！　（肉バル）","肉バル","◆テイクアウト
・ハラミ丼(￥900)
・ハンバーグ弁当(￥900)
・前菜7種盛り合わせ(￥1,000)

※電話による注文予約可
※営業時間外のテイクアウトのご相談はお電話でお問い合わせください。
","大阪府豊中市曽根東町1-10-30","06-6151-5228","2020/04/08"
"とりや富衛門(フエモン)&ちぇら　（居酒屋)","居酒屋","◆テイクアウト
・ランチBOX・おBENTO各種(￥700～)
・生ハムとグラナパダーノのサラダ(￥900)
・炭火焼豚(￥480)　 他、家呑みのとも、家ごはん色々
★ただ今テイクアウトは消費税サービス中

※電話予約可
※作り置きしてませんので、予約いただくと早いです。
※店の前にメニューチラシ置いてます。","大阪府豊中市南桜塚4-5-23","06-6856-1110","2020/04/13"
"ヤマビコ　ホルモン　（ホルモン焼/もつ鍋）","ホルモン焼/もつ鍋","◆テイクアウト
・ホルモン盛り合わせ（小）1人前(￥1210)
・あぶら盛り合わせ（小）1人前(￥1320)
・もつ鍋セ��ト2～3人前(￥3270)

※電話による注文予約可
※真空パックでのホルモン各種単品のご注文も受け付けております
※テイクアウトに対応できないメニューもございます
※ご不明な点がございましたら店舗にご連絡ください。","大阪府豊中市曽根南町2-5-55 曽根OMビル101","080-5366-6799","2020/04/10"
"パパアンジェロ　（イタリアン）","イタリアン","◆テイクアウト
・イタリアオムライス(￥890)
・ビーフストロガノフオムライス(￥1040)
・ピザ(￥990～)

※箱代別途
※電話による注文予約可
※電話注文して頂けたら時間までにお作りしておきますので、お待たせしません。","大阪府豊中市曽根東町3-3-22 バイキングビル1F","06-6867-1117","2020/04/11"
"Tanne Cafe タンネカフェ　（カフェ）","カフェ","◆テイクアウト
・ナスとベーコンのパスタ(￥810)
・ミックスピザ(￥864)
・ミックスサンド(￥486)

※電話による注文予約可
※パスタ17種類・ピザ7種類・サンドイッチ6種類ございます。
※ドリア・ケーキ・ドリンク類のテイクアウトはできません。
※事前に電話でのご予約を戴けると幸いです。","大阪府豊中市曽根東町3-2-6 曽根駅前ビルディング　１F","06-6864-6687","2020/04/15"
"南国cafe&bar　ＣＨＡＴＡＳＯ　（カフェバー）","カフェバー","◆テイクアウト
・タコライス(￥961)
・ロコモコ(￥961)
・ポーク玉子おにぎり(￥486)
※電話による注文予約可
※デリバリー可能。
※Uber Eats可
※汁物、生物以外は全て持ち帰りOKです！
※デリバリーは17:00～20:00までとなっております。
※お買い上げ1500円以上でデリバリー無料（1500円未満は300円加算）","大阪府豊中市曽根南町1丁目5-6 ウェストコア101","06-6210-6767","2020/04/15"
"和洋びすとろ秋桜　（ビストロ）","ビストロ","◆テイクアウト
・秋桜のオードブル（￥1300)

※予約必須","大阪府豊中市曽根西町 1-4-22 曽根ハイホーム1階","06-6841-8554","2020/04/17"
"fulari cafe　（カフェ）","カフェ","◆テイクアウト
・牛赤身ステーキ丼弁当(￥850)
・ソフトクリーム(￥250～)
・バスクチーズケーキ(4号ホール)(￥2,200)【要予約】
※ソフトクリームは約40種類のメニュー！
※ドリンクのテイクアウトもできます！
※お弁当は事前に電話でのご予約を戴けると幸いです。
　(※店頭でご注文の場合、15分程お時間頂きます。)

※電話による注文予約可
※ご不明な点はお電話にてお問合せください。","大阪府豊中市曽根西町１丁目９－３ シャンポールメゾン曽根１Ｆ","06-6151-9889","2020/04/17"
"cafe&diningbar Cavolo　（ダイニングバー）","ダイニングバー","◆テイクアウト
・唐揚げ弁当(￥650)
・焼き野菜カレー弁当(￥750)
・鶏そぼろ弁当(￥650)　等

※電話による注文予約可
※食べログにメニューのせてます
※ご注文お受けしてからお作り致します。
※あらかじめお電話でご予約頂ければスムーズにご用意できます。
※大量注文(5個～)はできるだけ前日までにご連絡下さい。
※お待たせする場合や、在庫の有無でご用意できない可能性ございます。
※手作りお菓子もテイクアウトできます(売り切れ次第終了)
※パーティオードブル1人前1500円～(要予約)ございます。ご相談下さい。","大阪府豊中市城山町2-7-2 城山壮1Ｆ","06-6398-7999","2020/04/18"
"和みダイニング魚政　（割烹）","割烹","◆テイクアウト
・和風幕の内弁当(￥918)
・エビフライ弁当(￥918）
・にぎり盛り合わせ(￥1080)

※電話による注文予約可
※お近くなら1個から配達致します","大阪府豊中市南桜塚1-21-18","06-6850-0020","2020/04/20"
"ラーメン工房「あ」　豊中店　（ラーメン）","ラーメン","◆テイクアウト
・チャーハン唐揚げ弁当（￥580）
・ギョーザ　１人前６個入り（￥350）
・油淋鶏　３個　（￥350）

※電話による注文予約可
※ラーメンの持ち帰り不可
※ http://www.ramen-a.com/index.html にその他持ち帰りメニュー載せてます。","大阪府豊中市原田南1-13-11","06-6865-2788","2020/04/20"
"楽笑　　（焼鳥居酒屋）","焼鳥居酒屋","◆テイクアウト
・焼鳥５本セット(￥825)
・唐揚げ(￥660)
・焼き鳥丼(￥660)

※予約必須
※店主１人ぼっちでの営業の為、多量のご注文には対応力出来ない場合もあります。
※自粛要請期間は20時での閉店となります。","大阪府豊中市曽根西町2-2-52","090-6056-3784","2020/04/23"
"Taverna ラッポルト　（イタリアン）","イタリアン","◆テイクアウト
・前菜ちょこっと5種盛り(￥800)
・チキンのトマト煮込み(￥750)
・pizzaマルゲリータ(￥550)

※電話による注文予約可
※生モノとパスタ(延びるため)以外の御注文でお願い致します。
※メニューは https://www.instagram.com/p/B_PTJ6EAmeO/?igshid=pjfpoua5ga16 にアップしておりますので宜しくお願い致します。
※1人営業しておりますので、混み合った場合御時間を頂くかもしれませんが、何卒御了承頂きますよう宜しくお願い致します。","大阪府豊中市曽根東町2-7-28 ニューライン城山B103","06-7710-1227","2020/04/21"
"yakisopan串カツ部　（串カツ、居酒屋）","串カツ、居酒屋","◆テイクアウト
・鶏カツ弁当(￥750)
・磯辺鶏から弁当(￥700)
・カツエッグベジタブルサンド、ポテト、サラダ付き(￥800）
※GW明けまで容器代、税込金額です。

※電話による注文予約可
※電話での予約を頂ければ出来る限り時間内でお渡しします。
※その他、本日の日替り、串カツ、おかず盛り(夜のみ)など電話及びインスタグラムなどで確認出来ます。","大阪府豊中市南桜塚1-22-7 ルオール曽根105","06-6846-2605","2020/05/03"
"喫茶ピーコック（喫茶店）","喫茶店","◆テイクアウト
・コーヒー　200円
","大阪府豊中市服部元町1-1-6","06-6864-0317","2020/04/06"
"日本茶カフェ＆ショップ 茶ら咲　sa-la-sa","","◆テイクアウト
・たまごサンド、あんバターサンド(各￥680)
・パンのみみプディング(￥330)
・グリーンティー、水出し緑茶(各￥570)
・ほうじ茶ラテ、玄米茶ラテ(各￥620)
・日向夏緑茶、いちご和紅茶(各￥670) 　その他￥550～
※お茶多数ありサンドイッチはお茶とセットで100円引(プディングは50円引)
※価格はすべて税込です

※テイクアウトはスタンプ2倍
※サンドイッチは電話予約がおすすめです
※当面スタッフ1名で対応いたします
※お待たせする場合が多々あると思いますがどうかご容赦くださいませ
※paypay、auPAYご利用可
※詳細は https://ochasalasa.jimdofree.com/ をごらんください","大阪府豊中市服部元町1-7-13","06-7502-5759","2020/04/30"
"キッチンフジヒロサン　（カフェダイニング）","カフェダイニング","◆テイクアウト
・日替わりごはん(￥950）
・日替わりこどもごはん(通常¥750→¥500）
・家呑みBOX(￥1000)
その他ご相談ください
","大阪府豊中市服部西町2-4-8","06-6335-7114","2020/05/08"
"遊食遊膳　笹庵　（和食）","和食","◆テイクアウト（価格は税別）
・唐揚げ弁当(￥680）、お子様弁当(￥680） 他
・天丼(￥980)他　～各種丼
・笹にぎり（握り寿司5貫）(￥980)～各種にぎり
・鍋セット（ご注文は2人前～）1人前￥3180
","大阪府豊中市服部南町1-3-9&nbsp;コーポ服部南　２Ｆ","06-6863-0558","2020/04/06"
"天座（あまくら)　　（中華）","中華","◆テイクアウト
コロナ撲滅キャンペーン価格
・麻婆丼(￥500)
・鶏の唐揚げ 4個(￥500)　6個(￥720)
・五目あん掛け焼そば (￥780)

※箱代別途
※電話による注文予約可
※電話注文していただけたら時間までにお作りしておきますので、お待たせしません。","大阪府豊中市服部本町1-7-7","06-6866-8821","2020/04/07"
"かごの屋服部店　（和食・しゃぶしゃぶ）","和食・しゃぶしゃぶ","◆テイクアウト
・海老天丼(￥700)
・豚フィレカツ丼(￥700)
・うな玉丼(￥1300)

※電話による注文予約可
※コロナウイルスの影響で、営業時間が変更または休業する可能性もございます。","大阪府豊中市服部南町1-7-7","06-6864-1100","2020/04/08"
"南蛮食堂服部天神駅前店　（和食)","和食","◆テイクアウト
・チキン南蛮弁当(￥842)　　ごはん大盛り無料！
・和風鶏から揚げ弁当(￥842)　ごはん大盛り無料！
・本格キーマカレー(￥734)

※電話による注文予約可
※4/10からUber Eats始めました！","大阪府豊中市服部元町1-6-5","06-6865-7575","2020/04/24"
"酒処ひなた　（居酒屋）","居酒屋","◆テイクアウト
・名物　鳥の唐揚げ　5個　(￥600)
・馬刺し各種(￥1000～)
・刺身盛り合わせ松（￥2000)　竹(￥1500)　梅(￥1000)

※電話による注文予約可
※服部であれば500円追加で配達可能","大阪府豊中市服部元町1-3-2 共栄服部天神ビル1階","06-6867-1441","2020/04/10"
"炭火焼肉　牛閣　（焼肉/韓国料理）","焼肉/韓国料理","◆テイクアウト
・ビビンバ (￥780)
・野菜チヂミ(￥780)
・牛肉寿司6巻（￥1280)
※電話による注文予約必須
※デリバリー可
※出前館・Uber Eats対応","大阪府豊中市服部南町3-3-10","06-6866-9929","2020/04/11"
"プルコギ食堂ふくみみ　（韓国料理）","韓国料理","◆テイクアウト
・豆腐チゲスープ(￥842)
・チゲ各種(￥842～1058)
・テッチャン焼鍋セット　2～3人前　￥4276
・チャプチェ(￥842)

※あらかじめご予約ください。
※石焼ビビンパ、お茶漬け、冷麺以外はほとんど対応いたします。","大阪府豊中市服部元町1-9-2 ふくみみビル1階","06-6864-2933","2020/04/11"
"オーガニック スパイスカレーPePeri　（カレー）","カレー","◆テイクアウト
・チキンカレー・五種の豆カレー・辛くないチキンキーマカレー弁当(￥1080)
・カレーライス各種(￥810)

※メニューはスパイスをはじめ、全てオーガニック食材を使用しています。
※小麦粉、乳製品、卵、砂糖は使っていません。アレルギーのある方はお気軽にご相談ください。

※電話による注文予約可
※写真はテイクアウトメニューの一部です。
※容器代、消費税８％込みの料金となります。
※こぼれにくい、レンジ対応の容器を使用しています。
※事前にお電話頂きますと、お待たせすることなくお渡しできます。
※数に限りがありますので(各15食)、売り切れる場合があります事をご了承下さい。
※当面の間、テイクアウトのみの営業とさせて頂きます。","大阪府豊中市服部本町１丁目５－２９ ネオ服部一階","06-6866-0277","2020/04/13"
"海鮮うろこ　（海鮮／創作）","海鮮／創作","◆テイクアウト
・カキフライ弁当みそ汁付き(￥950)
・日替わり煮魚弁当みそ汁付き(￥950)
・日替わりおつまみセット(おかずのみ)(￥1200)

※電話による注文予約可
※事前ご注文は電話かLINE公式アカウントから。
※事前予約注文で、時間をお待たせしません。
※LINE注文は、まずお気軽にお友だち追加を
※その他テイクアウトご要望があればお気軽にお問い合わせください。

▼LINE友だち追加　QRコードは https://lin.ee/ADiLqAx ▼","大阪府豊中市服部西町2-5-27","06-6152-5513","2020/04/13"
"創作和食　たすく　（和食居酒屋）","和食居酒屋","◆テイクアウト
・お昼のお弁当いろいろ(￥500)
※お昼のお弁当販売は5月12日で終了となります！
・名物！塩からあげ(￥550)
・その他一品(￥400～)

※予約必須
※作りおきはしておりませんので、お電話での予約をお願いします！
　お時間までに仕上げておきます","大阪府豊中市城山町1丁目10-18 グリーンハイツ2 1F","06-6862-3755","2020/05/09"
"炭火焼鳥　鶏幸　（焼鳥屋）","焼鳥屋","◆テイクアウト
・昼）チキン南蛮弁当 唐揚げ弁当　(各￥600)
・昼）親子丼(￥500)
・夜）焼鳥1本(￥120～)
※電話による注文予約可ない
※注文を受けてから、調理しますので、時間に余裕を持っての、ご注文いただければ、ありがたいです。","大阪府豊中市服部西町1-2-29","06-6866-8080","2020/04/16"
"肉匠豊乃　（焼肉）","焼肉","◆テイクアウト
・ピビンバ温玉付(￥750)
・A5おおいた和牛焼き肉弁当(￥1480)
・A5おおいた和牛上焼き肉弁当(￥1780)
・A5おおいた和牛サーロイン重ミニキムチ付(￥2680)
・おうちで焼き肉セット(￥3500)、上(￥4500)、特上(￥6500)
　　※ホルモンは厳選牛の場合もございます。
・カルビスープ(￥840)他スープもございます。

※詳しくは&nbsp; https://www.instagram.com/p/B_eCAutAbz3/?hl=ja をご参照ください。
※予約必須
※テイクアウトメニューに限り税込み価格です。
","大阪府豊中市服部豊町 1丁目1-17","06-6863-1129",""
"炭火焼牛タン・ハラミ　祝　（肉料理）","肉料理","◆テイクアウト
・特製牛タン重(￥1200)
・特製ハラミ重(￥1000)
・唐揚げ丼(￥700)　 全て大盛り+￥100

※電話による注文予約可
※デリバリーあり
※出前館、Uber Eatsも対応可

","大阪府豊中市服部南町3-4-1","06-6863-3620","2020/04/15"
"中華上原　　（中華）","中華","　【テイクアウトのみ営業中】
◆テイクアウト
・酢豚弁当、唐揚げ弁当、海老の甘辛炒め弁当、麻婆丼、天津飯(各￥900税込)
・オードブル 3～4名用(￥5000税抜)
・他アラカル���メニュー(￥980～税抜）

※電話による注文予約可
※電話予約がおすすめです。
※16時までの受付。18時までのお渡しでお願い致します。
※オードブルは2日前注文でお願い致します。
※アラカルトメニュー、チラシ配布中です。","大阪府豊中市服部西町2-2-21 服部ビル","06-6864-3413","2020/04/23"
"Chouchou wine stand 服部天神　（ワインスタンド）","ワインスタンド","◆テイクアウト
・パテドカンパーニュ(￥400)
・トリッパのピストゥ(￥400)
・本日のグラタン(￥450)

※電話による注文予約可
","大阪府豊中市服部元町1-9-17","090-6055-3316","2020/04/19"
"天神酒場　木もと　（居酒屋　和食　中華　韓国料理）","居酒屋　和食　中華　韓国料理","◆テイクアウト
・釜揚げしらす丼(￥580)
・ロースカツ丼(￥650)
・親子丼(￥580)　　その他メニュー多数あり

※テイクアウト対応できないメニューありますが、出来る限り対応いたします。
※箱代別途
※電話による注文予約可
※ウーバーイーツ、出前館、順次デリバリー対応予定。
","大阪府豊中市服部西町1-3-3","06-4866-5202","2020/04/19"
"ダイナーズカフェ ALOHA Spirit　（カフェレストラン）","カフェレストラン","◆テイクアウト
・スパム弁当(￥500)
・マヒマヒ白身魚フライ弁当(￥600)
・モチコチキン弁当(￥600)
・スペアリブカレー(￥600)

※電話による注文予約可
","大阪府豊中市服部西町1丁目 2-2-7 1階","06-7165-6054","2020/04/19"
"四季おがさわら　（寿司割烹）","寿司割烹","◆テイクアウト
・1500円弁当（税込）
・3000円弁当（税込）
・アラカルト（自家製湯葉豆腐一カン200円、、、他何種類か用意しています。）

※予約必須
※アラカルトは無くなり次第終了となります。
※普段は水曜日が休みですが、注文があればお受けします。","大阪府豊中市服部豊町1-3-8","06-6862-8899","2020/04/22"
"ごはん処おかだや　（定食食堂）","定食食堂","◆テイクアウト
・お昼の唐揚げ弁当 数種種類 （￥580～)
・日替わりおかだや弁当（￥860)
・ハンバ���グと唐揚げ弁当 他数種 (￥880)

※電話による注文予約可
※前もって電話で、注文頂いたらお待たせしません。
※テイクアウトに対応できないメニューがあります。
※数量限定の為売り切れの場合があります。お早めに。","大阪府豊中市服部豊町1-3-14 グランウエスト","06-6863-6974","2020/04/19"
"北川水産　海風　（海鮮居酒屋)","海鮮居酒屋","◆テイクアウト
・浜焼きセット(￥1800)
・焼き牡蠣500g(￥980)
・サーモンいくら丼(￥980)　　他

※予約必須
※他にもテイクアウトメニュー多数ご用意しております。
※詳細はInstagramかお電話で確認よろしくお願いします。
※ご注文はお電話か、ご来店でお願い致します。
※多数ご注文の際は、早めに、ご予約頂けると助かります。
※ご注文によっては多少お時間を頂く事がございます。","大阪府豊中市服部豊町1-3-6","06-7508-8777","2020/04/20"
"ALBAR服部店　（イタリアン）","イタリアン","◆テイクアウト
・ペペロンチーノ(￥680)
・モッツァレラチーズとトマト(￥896)
・マルゲリータ(￥1030)

※電話による注文予約可
※営業時間は5/6迄のものです。それ以降は変更があるかもしれません。
※テイクアウトに対応出来ないものも御座います。","大阪府豊中市服部豊町1-1-18","06-6687-3000","2020/04/20"
"もつ鍋宝来　（和食、鍋）","和食、鍋","◆テイクアウト
・もつ鍋各種1人前(￥1550)
・お鍋追加具材￥350～￥700)
・お出汁のみのお持ち帰り各種(￥950)

※箱代など
※電話による注文予約可
","大阪府豊中市浜２丁目16-1 鳥山ハイツ101号","06-6334-9678","2020/04/21"
"ヒラオカ食堂　（多国籍料理)","多国籍料理","◆テイクアウト
・ビーフカレー(￥550）
・手作りチーズバーガー(￥500)
・バスクチーズケーキ(￥500)&nbsp;

※電話による注文予約可
","大阪府豊中市服部西町2-4-4","080-3783-4900","2020/05/09"
"M's珈琲（エムズコーヒー）　　（カフェ）","カフェ","◆テイクアウト
・手焼きホットケーキ(2枚￥430)（1枚320円）
・ハーブ���のエムズハウス���ンド (￥540)
・Ｗハムと野菜のジューシーサンド(￥540)

※電話による注文予約可
※ 付け合わせサラダはお持ち帰りできません。
※ お飲み物は、容器ご持参の方のみ、提供させていただきます。
","大阪府豊中市服部豊町1-2-6 サンライフ服部 104","06-6865-4080","2020/04/22"
"うどん屋 山善　（うどん）","うどん","◆テイクアウト
・とりから弁当（￥700）
・ヒレカツ弁当（￥700）
・とりからヒレカツ弁当（￥950）

※電話による注文予約可
※他にも多数持ち帰りメニューあります。お問い合わせください。","大阪府豊中市服部本町 1-6-7 ミツヒサビル 一階","06-6864-0770","2020/05/02"
"ラヴィアミュゾン　（洋食）","洋食","◆テイクアウト
・自家製ハンバーガー(￥780)
・びすとろオムライス￥780)
・オードブル盛り合わせ(￥1800)

※電話による注文予約可
※出前館対応予定（現在申請中)
※作り置きはしておりませんので、なるべくお電話でのご注文お願いします。
※詳しい内容はホームページをご覧下さい。","大阪府豊中市服部西町2丁目4-8","06-6152-5445","2020/05/05"
